/Users/r0ebot/Projects/bluesky-lakehouse/.venv/bin/python3: No module named services.ingestion.ingestor
/Users/r0ebot/Projects/bluesky-lakehouse/.venv/bin/python3: No module named services.ingestion.ingestor
/Users/r0ebot/Projects/bluesky-lakehouse/.venv/bin/python3: No module named services.ingestion.ingestor
2026-05-27 18:00:07,323 [ingestion] INFO: Connecting: wss://jetstream2.us-east.bsky.network/subscribe?wantedCollections=app.bsky.feed.post
2026-05-27 19:26:56,685 [ingestion] INFO: Processed 225000 events | 43.2 events/sec | 173.19 MB total
2026-05-27 19:27:22,607 [ingestion] INFO: Processed 226000 events | 43.2 events/sec | 173.94 MB total
2026-05-27 19:27:48,885 [ingestion] INFO: Processed 227000 events | 43.1 events/sec | 174.69 MB total
2026-05-27 19:28:15,591 [ingestion] INFO: Processed 228000 events | 43.1 events/sec | 175.43 MB total
2026-05-27 19:28:41,701 [ingestion] INFO: Processed 229000 events | 43.1 events/sec | 176.18 MB total
2026-05-27 19:29:07,645 [ingestion] INFO: Processed 230000 events | 43.1 events/sec | 176.96 MB total
2026-05-27 19:29:35,681 [ingestion] INFO: Processed 231000 events | 43.0 events/sec | 177.84 MB total
2026-05-27 19:30:00,708 [ingestion] INFO: Processed 232000 events | 43.0 events/sec | 178.72 MB total
2026-05-27 19:30:18,477 [ingestion] INFO: Processed 233000 events | 43.1 events/sec | 179.55 MB total
2026-05-27 19:30:40,013 [ingestion] INFO: Processed 234000 events | 43.1 events/sec | 180.38 MB total
2026-05-27 19:31:06,444 [ingestion] INFO: Processed 235000 events | 43.0 events/sec | 181.18 MB total
2026-05-27 19:31:31,562 [ingestion] INFO: Processed 236000 events | 43.0 events/sec | 181.93 MB total
2026-05-27 19:31:58,248 [ingestion] INFO: Processed 237000 events | 43.0 events/sec | 182.69 MB total
2026-05-27 19:32:23,394 [ingestion] INFO: Processed 238000 events | 43.0 events/sec | 183.46 MB total
2026-05-27 19:32:48,181 [ingestion] INFO: Processed 239000 events | 43.0 events/sec | 184.21 MB total
2026-05-27 19:33:13,097 [ingestion] INFO: Processed 240000 events | 43.0 events/sec | 184.96 MB total
2026-05-27 19:33:38,102 [ingestion] INFO: Processed 241000 events | 43.0 events/sec | 185.71 MB total
2026-05-27 19:34:05,453 [ingestion] INFO: Processed 242000 events | 42.9 events/sec | 186.44 MB total
2026-05-27 19:34:31,592 [ingestion] INFO: Processed 243000 events | 42.9 events/sec | 187.16 MB total
2026-05-27 19:35:00,157 [ingestion] INFO: Processed 244000 events | 42.9 events/sec | 187.89 MB total
2026-05-27 19:35:24,569 [ingestion] INFO: Processed 245000 events | 42.9 events/sec | 188.64 MB total
2026-05-27 19:35:50,454 [ingestion] INFO: Processed 246000 events | 42.8 events/sec | 189.40 MB total
2026-05-27 19:36:15,294 [ingestion] INFO: Processed 247000 events | 42.8 events/sec | 190.18 MB total
